batter,stand,if_fielding_alignment,of_fielding_alignment,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,wOBA,wOBA_Denom,ISO,batter_name,if_fielding_depth,of_fielding_depth
800959,R,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
683447,R,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,0
804710,L,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
701655,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.7,,0,Unknown Player,0,0
642021,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,1.25,,1,Unknown Player,0,0
699097,R,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
681580,L,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,0
672018,R,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
805796,R,,,"Wells,Tyler","Mccann,James",Unkown Player,Unkown Player,"Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.7,,0,Unknown Player,0,0
676024,L,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
803033,L,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
694292,R,,,"Wells,Tyler","Mccann,James",Unkown Player,"Mateo,Jorge","Westburg,Jordan",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
696521,L,,,"Burnes,Corbin","Rutschman,Adley","Santander,Anthony","Mateo,Jorge","Urías,Ramón","Henderson,Gunnar","Hays,Austin","Mullins,Cedric","O'hearn,Ryan",1.25,,1,Unknown Player,0,0
668721,R,,,"Burnes,Corbin","Rutschman,Adley","Santander,Anthony","Mateo,Jorge","Urías,Ramón","Henderson,Gunnar","Hays,Austin","Mullins,Cedric","O'hearn,Ryan",0.0,,0,"Henry,Payton",0,0
689141,L,Standard,Standard,"Díaz,Miguel","Bemboom,Anthony","Madris,Bligh",Unkown Player,"Kennedy,Buddy",Unkown Player,Unkown Player,"Pérez,Wenceel",Unkown Player,0.0,,0,Unknown Player,1,1
700731,L,Standard,Standard,"Díaz,Miguel","Bemboom,Anthony","Madris,Bligh",Unkown Player,"Kennedy,Buddy",Unkown Player,Unkown Player,"Pérez,Wenceel",Unkown Player,0.0,,0,Unknown Player,1,1
683079,L,Standard,Standard,"Díaz,Miguel","Bemboom,Anthony","Madris,Bligh",Unkown Player,"Kennedy,Buddy",Unkown Player,Unkown Player,"Pérez,Wenceel",Unkown Player,0.0,,0,Unknown Player,1,1
801194,R,Standard,Standard,"Morris,Cody",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Lockridge,Brandon",Unkown Player,Unkown Player,0.0,,0,Unknown Player,1,1
694425,R,Standard,Strategic,"Morris,Cody",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Lockridge,Brandon",Unkown Player,Unkown Player,0.7,,0,Unknown Player,1,0
814431,L,Standard,Standard,"Díaz,Miguel","Bemboom,Anthony","Canha,Mark",Unkown Player,"Kennedy,Buddy","Mckinstry,Zach","Madris,Bligh","Pérez,Wenceel",Unkown Player,0.0,,0,Unknown Player,1,1
672357,R,,,"Hoeing,Bryan",Unkown Player,Unkown Player,"Devers,José",Unkown Player,"Gray,Tristan","Conine,Griffin","Davis,Jonathan",Unkown Player,0.7,,0,Unknown Player,0,0
687859,L,,,"Barnes,Jacob","Millas,Drew","Meneses,Joey",Unkown Player,Unkown Player,Unkown Player,"Wood,James","Crews,Dylan","Call,Alex",1.6,,2,Unknown Player,0,0
641505,R,,,"Barnes,Jacob","Millas,Drew","Meneses,Joey",Unkown Player,Unkown Player,Unkown Player,"Wood,James","Crews,Dylan","Call,Alex",0.0,,0,"Davis,Jonathan",0,0
691858,R,,,Unkown Player,Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
677954,R,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.0,,0,"Groshans,Jordan",0,0
660757,R,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.9,,0,"González,Oscar",0,0
683679,R,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
702068,R,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.7,,0,Unknown Player,0,0
694930,L,,,Unkown Player,"Narvaez,Carlos","Rojas,José",Unkown Player,"Groshans,Jordan",Unkown Player,Unkown Player,"Allen,Greg","González,Oscar",0.0,,0,Unknown Player,0,0
670113,R,,,Unkown Player,"Narvaez,Carlos","Rojas,José",Unkown Player,"Groshans,Jordan",Unkown Player,Unkown Player,"Allen,Greg","González,Oscar",0.9,,0,Unknown Player,0,0
606019,L,,,Unkown Player,"Narvaez,Carlos","Rojas,José",Unkown Player,"Groshans,Jordan",Unkown Player,Unkown Player,"Allen,Greg","González,Oscar",0.7,,0,"Quiroz,Esteban",0,0
678926,R,,,Unkown Player,"Narvaez,Carlos","Rojas,José",Unkown Player,"Groshans,Jordan",Unkown Player,Unkown Player,"Allen,Greg","González,Oscar",0.0,,0,Unknown Player,0,0
661733,R,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
641555,L,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
656185,L,,,"Pinto,Ricardo",Unkown Player,Unkown Player,"Quiroz,Esteban",Unkown Player,Unkown Player,"Muzziotti,Símon",Unkown Player,Unkown Player,0.7,,0,"Allen,Greg",0,0
670351,L,,,"Pinto,Ricardo","Stubbs,Garrett",Unkown Player,"Quiroz,Esteban",Unkown Player,"Sosa,Edmundo","Cave,Jake","Rojas,Johan","Pache,Cristian",0.0,,0,"Rojas,José",0,0
675656,R,,,"Brogdon,Connor","Stubbs,Garrett","Harper,Bryce","Stott,Bryson","Merrifield,Whit","Sosa,Edmundo","Cave,Jake","Rojas,Johan","Pache,Cristian",0.0,,0,"Smith,Kevin",0,0
703185,L,,,"Pérez,Francisco",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
691186,R,,,"Pérez,Francisco",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,0
694203,R,,,"Pérez,Francisco",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
702409,L,,,"Brooks,Aaron",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
669722,R,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.0,,0,Unknown Player,0,0
680996,L,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.0,,0,Unknown Player,0,0
656666,L,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.9,,0,Unknown Player,0,0
690985,L,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.0,,0,Unknown Player,0,0
687515,R,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.9,,0,Unknown Player,0,0
678828,R,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.7,,0,Unknown Player,0,0
643348,R,,,"Brooks,Aaron",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,"Hamilton,Caleb",0,0
694848,L,,,"Brooks,Aaron",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
683485,R,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.0,,0,Unknown Player,0,0
691740,R,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.9,,0,Unknown Player,0,0
671271,L,,,Unkown Player,"Hamilton,Caleb",Unkown Player,Unkown Player,"López,Jack",Unkown Player,Unkown Player,Unkown Player,"Teodosio,Bryce",0.0,,0,Unknown Player,0,0
666183,L,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,0
694368,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
681439,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
682674,R,,,"Pilkington,Konnor","Herrera,José",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
668824,L,,,"Pilkington,Konnor","Herrera,José",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
669717,R,,,"Pilkington,Konnor","Herrera,José",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.7,,0,Unknown Player,0,0
694196,R,,,"Pilkington,Konnor","Herrera,José",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,1.25,,1,Unknown Player,0,0
800306,L,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Mccray,Grant",Unkown Player,0.0,,0,Unknown Player,0,0
691726,R,,,"Miller,Erik",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Sabol,Blake","Mccray,Grant",Unkown Player,0.0,,0,Unknown Player,0,0
678232,R,,,"Walker,Ryan",Unkown Player,"Sandoval,Pablo",Unkown Player,Unkown Player,Unkown Player,"Sabol,Blake",Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,0
695521,L,,,"Rogers,Taylor","Murphy,Tom","Sandoval,Pablo","Fitzgerald,Tyler",Unkown Player,"Luciano,Marco","Sabol,Blake",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
694249,L,,,"Díaz,Alexis","Stephenson,Tyler","Encarnacion-strand,Christian","Pérez,Hernán",Unkown Player,Unkown Player,"Steer,Spencer","Thompson,Bubba","Fraley,Jake",0.0,,0,Unknown Player,0,0
541650,R,,,"Lawrence,Justin","Goodman,Hunter","Montero,Elehuris",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Jones,Greg",Unkown Player,0.0,,0,"Pérez,Hernán",0,0
663979,R,,,"Sims,Lucas","Stephenson,Tyler","Encarnacion-strand,Christian","Pérez,Hernán",Unkown Player,Unkown Player,"Steer,Spencer","Thompson,Bubba","Fraley,Jake",0.0,,0,Unknown Player,0,0
695603,R,,,"Sims,Lucas","Stephenson,Tyler","Encarnacion-strand,Christian","Pérez,Hernán",Unkown Player,Unkown Player,"Steer,Spencer","Thompson,Bubba","Fraley,Jake",0.0,,0,Unknown Player,0,0
682653,R,,,"Sims,Lucas","Stephenson,Tyler","Encarnacion-strand,Christian","Pérez,Hernán",Unkown Player,Unkown Player,"Steer,Spencer","Thompson,Bubba","Fraley,Jake",0.0,,0,Unknown Player,0,0
694689,L,,,"Bird,Jake","Goodman,Hunter","Montero,Elehuris",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Jones,Greg",Unkown Player,0.0,,0,Unknown Player,0,0
692416,R,Standard,Standard,"Barría,Jaime","Fry,David",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Schneemann,Daniel",Unkown Player,0.0,,0,Unknown Player,1,1
694374,R,Standard,Standard,"Barría,Jaime","Fry,David",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Schneemann,Daniel",Unkown Player,0.9,,0,Unknown Player,1,1
661411,R,Standard,Standard,"Sewald,Paul",Unkown Player,"Chaparro,Andrés",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.7,,0,Unknown Player,1,1
800253,L,Standard,Standard,"Sewald,Paul",Unkown Player,"Chaparro,Andrés",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,1,1
800029,R,Standard,Standard,"Barría,Jaime","Fry,David",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Schneemann,Daniel",Unkown Player,0.0,,0,Unknown Player,1,1
702258,R,Standard,Standard,"Barría,Jaime","Fry,David",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Schneemann,Daniel",Unkown Player,0.0,,0,Unknown Player,1,1
699232,L,Infield shade,Standard,"Gaddis,Hunter","Naylor,Bo","Fry,David",Unkown Player,Unkown Player,"Arias,Gabriel","Brennan,Will","Schneemann,Daniel","Florial,Estevan",0.0,,0,Unknown Player,0,1
666931,R,,,"Toussaint,Touki","Robinson,Chuckie","Sheets,Gavin","Remillard,Zach","Moncada,Yoán","Mendick,Danny","Benintendi,Andrew","Robert,Luis","Fletcher,Dominic",1.25,,1,"Oliva,Jared",0,0
668833,L,,,"Toussaint,Touki","Robinson,Chuckie","Sheets,Gavin","Remillard,Zach","Moncada,Yoán","Mendick,Danny","Benintendi,Andrew","Robert,Luis","Fletcher,Dominic",0.0,,0,Unknown Player,0,0
669471,R,,,"Greene,Shane","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.0,,0,Unknown Player,0,0
670231,L,,,"Church,Marc","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.7,,0,Unknown Player,0,0
686475,R,,,"Church,Marc","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.0,,0,Unknown Player,0,0
687478,R,,,"Church,Marc","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.0,,0,Unknown Player,0,0
682515,R,,,"Church,Marc","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.7,,0,"Porter,Logan",0,0
681987,R,,,"Church,Marc","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.9,,0,"Eaton,Nate",0,0
701648,L,,,Unkown Player,"Porter,Logan","Loftin,Nick",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Eaton,Nate",0.0,,0,Unknown Player,0,0
800051,R,,,"Robert,Daniel","Knapp,Andrew","Foscue,Justin",Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Hill,Derek","Harris,Dustin",0.0,,0,Unknown Player,0,0
695508,R,,,"Pennington,Walter","Porter,Logan","Loftin,Nick",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Renfroe,Hunter",0.0,,0,Unknown Player,0,0
670712,R,,,"Yates,Kirby","Knizner,Andrew","Walsh,Jared","Smith,Josh","Duffy,Matt","Duran,Ezequiel","Langford,Wyatt","Hill,Derek","García,Adolis",0.0,,0,"Brosseau,Mike",0,0
685091,L,,,"Myers,Tobias",Unkown Player,Unkown Player,Unkown Player,"Dunn,Oliver",Unkown Player,Unkown Player,"Roller,Chris","Chourio,Jackson",0.0,,0,Unknown Player,0,0
595751,R,,,"Myers,Tobias",Unkown Player,Unkown Player,Unkown Player,"Dunn,Oliver",Unkown Player,Unkown Player,"Roller,Chris","Chourio,Jackson",0.0,,0,"Alfaro,Jorge",0,0
670237,R,,,"Myers,Tobias",Unkown Player,Unkown Player,Unkown Player,"Dunn,Oliver",Unkown Player,Unkown Player,"Roller,Chris","Chourio,Jackson",0.9,,0,Unknown Player,0,0
680643,R,,,"Myers,Tobias",Unkown Player,Unkown Player,Unkown Player,"Dunn,Oliver",Unkown Player,Unkown Player,"Roller,Chris","Chourio,Jackson",0.0,,0,Unknown Player,0,0
671272,R,,,Unkown Player,"Hudson,Joe",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
801670,L,,,Unkown Player,"Hudson,Joe",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,0
692568,R,,,"Richards,Trevor",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Kiner-falefa,Isiah",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
699157,L,Standard,Strategic,"Richards,Trevor",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Kiner-falefa,Isiah",Unkown Player,Unkown Player,0.0,,0,Unknown Player,1,0
699144,L,Infield shade,Standard,"Richards,Trevor",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Kiner-falefa,Isiah",Unkown Player,Unkown Player,0.7,,0,Unknown Player,0,1
678006,L,Infield shade,Standard,"Richards,Trevor",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Kiner-falefa,Isiah",Unkown Player,Unkown Player,0.9,,0,Unknown Player,0,1
691370,R,Standard,Strategic,"Richards,Trevor",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Kiner-falefa,Isiah",Unkown Player,Unkown Player,0.0,,0,Unknown Player,1,0
663714,R,Standard,Standard,"Holton,Tyler","Rogers,Jake","Vilade,Ryan",Unkown Player,"Ibáñez,Andy",Unkown Player,"Malloy,Justyn-henry",Unkown Player,"Madris,Bligh",0.9,,0,Unknown Player,1,1
664068,R,Standard,Strategic,"Holton,Tyler","Rogers,Jake","Vilade,Ryan",Unkown Player,"Ibáñez,Andy",Unkown Player,"Malloy,Justyn-henry",Unkown Player,"Madris,Bligh",0.0,,0,"Kingery,Scott",1,0
666126,L,,,"Warren,Will","Trevino,Jose","Torrens,Luis","Torres,Gleyber","Smith,Kevin","Volpe,Anthony","González,Luis","Grisham,Trent","Soto,Juan",0.7,,0,Unknown Player,0,0
687260,R,,,Unkown Player,Unkown Player,"Brooks,Trenton","Wisely,Brett",Unkown Player,"Walton,Donovan",Unkown Player,"Meckler,Wade",Unkown Player,0.0,,0,Unknown Player,0,0
676332,R,,,Unkown Player,Unkown Player,"Brooks,Trenton","Wisely,Brett",Unkown Player,"Walton,Donovan",Unkown Player,"Meckler,Wade",Unkown Player,0.0,,0,Unknown Player,0,0
801076,R,,,Unkown Player,"Hudson,Joe",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
685133,L,,,Unkown Player,"Hudson,Joe",Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,1.6,,2,"Meckler,Wade",0,0
678285,R,,,Unkown Player,Unkown Player,"Brooks,Trenton","Wisely,Brett",Unkown Player,"Walton,Donovan",Unkown Player,"Meckler,Wade",Unkown Player,0.0,,0,Unknown Player,0,0
687608,R,,,Unkown Player,Unkown Player,"Brooks,Trenton","Wisely,Brett",Unkown Player,"Walton,Donovan",Unkown Player,"Meckler,Wade",Unkown Player,0.7,,0,Unknown Player,0,0
700840,R,,,Unkown Player,Unkown Player,"Brooks,Trenton","Wisely,Brett",Unkown Player,"Walton,Donovan",Unkown Player,"Meckler,Wade",Unkown Player,0.0,,0,Unknown Player,0,0
685087,R,,,Unkown Player,"Bailey,Patrick","Brooks,Trenton","Wisely,Brett",Unkown Player,"Ahmed,Nick",Unkown Player,"Meckler,Wade","Yastrzemski,Mike",0.0,,0,Unknown Player,0,0
621008,R,,,"Koch,Matt","Romo,Drew","Toglia,Michael","Montes,Coco","Kaiser,Connor",Unkown Player,"Beck,Jordan",Unkown Player,"Zimmer,Bradley",0.0,,0,"De goti,Alex",0,0
687005,R,,,"Koch,Matt","Romo,Drew","Toglia,Michael","Montes,Coco","Kaiser,Connor",Unkown Player,"Beck,Jordan",Unkown Player,"Zimmer,Bradley",0.0,,0,Unknown Player,0,0
680693,L,,,"Greene,Shane","Knapp,Andrew","Duran,Ezequiel","De goti,Alex",Unkown Player,"Ornelas,Jonathan","Harris,Dustin",Unkown Player,"Hernandez,Elier",0.0,,0,Unknown Player,0,0
663796,R,,,"Leiter,Jack","Knapp,Andrew","Duran,Ezequiel","De goti,Alex",Unkown Player,"Ornelas,Jonathan","Harris,Dustin",Unkown Player,"Hernandez,Elier",0.0,,0,"Montes,Coco",0,0
605548,L,,,"Leiter,Jack","Knapp,Andrew","Duran,Ezequiel","De goti,Alex",Unkown Player,"Ornelas,Jonathan","Harris,Dustin",Unkown Player,"Hernandez,Elier",1.25,,1,"Zimmer,Bradley",0,0
690022,R,,,"Leiter,Jack","Knapp,Andrew","Duran,Ezequiel","Ornelas,Jonathan","Wendzel,Davis","Duffy,Matt","Harris,Dustin",Unkown Player,"Hernandez,Elier",0.0,,0,Unknown Player,0,0
679751,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"González,Erik","Hurtubise,Jacob",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
676466,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"González,Erik","Hurtubise,Jacob",Unkown Player,Unkown Player,0.7,,0,Unknown Player,0,0
691392,R,,,"Lucas,Easton",Unkown Player,Unkown Player,Unkown Player,"Alvarez,Armando",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
683091,R,,,"Lucas,Easton",Unkown Player,Unkown Player,Unkown Player,"Alvarez,Armando",Unkown Player,Unkown Player,Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
691777,R,,,"Cruz,Fernando",Unkown Player,"Encarnacion-strand,Christian",Unkown Player,Unkown Player,"González,Erik","Hurtubise,Jacob",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
695358,L,,,"Cruz,Fernando",Unkown Player,"Encarnacion-strand,Christian",Unkown Player,Unkown Player,"González,Erik","Hurtubise,Jacob",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
690904,R,,,"Cruz,Fernando",Unkown Player,"Encarnacion-strand,Christian",Unkown Player,Unkown Player,"González,Erik","Hurtubise,Jacob",Unkown Player,Unkown Player,1.6,,2,Unknown Player,0,0
807751,L,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Alvarez,Armando",Unkown Player,"Schuemann,Max",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
570481,R,,,Unkown Player,Unkown Player,Unkown Player,Unkown Player,"Alvarez,Armando",Unkown Player,"Schuemann,Max",Unkown Player,Unkown Player,0.0,,0,"González,Erik",0,0
800345,R,,,"Klein,Will","Porter,Logan","Pasquantino,Vinnie",Unkown Player,"Alexander,Cj","Witt,Bobby",Unkown Player,"Isbel,Kyle",Unkown Player,0.0,,0,Unknown Player,0,0
680518,L,,,"Klein,Will","Porter,Logan","Pasquantino,Vinnie",Unkown Player,"Alexander,Cj","Witt,Bobby",Unkown Player,"Isbel,Kyle",Unkown Player,1.25,,1,Unknown Player,0,0
688682,R,,,Unkown Player,"Lee,Korey",Unkown Player,Unkown Player,"Ramos,Bryan",Unkown Player,Unkown Player,Unkown Player,"Phillips,Brett",0.0,,0,Unknown Player,0,0
691442,R,,,"Ferguson,Tyler","Pozo,Yohel",Unkown Player,Unkown Player,"Hernaiz,Darell",Unkown Player,"Park,Hoy","Cameron,Daz","Butler,Lawrence",0.0,,0,Unknown Player,0,0
804645,L,,,"Ferguson,Tyler","Pozo,Yohel",Unkown Player,Unkown Player,"Hernaiz,Darell",Unkown Player,"Park,Hoy","Cameron,Daz","Butler,Lawrence",1.25,,1,Unknown Player,0,0
684712,R,,,"Spence,Mitch","Pozo,Yohel",Unkown Player,Unkown Player,"Hernaiz,Darell",Unkown Player,"Park,Hoy","Cameron,Daz","Butler,Lawrence",0.0,,0,Unknown Player,0,0
650968,R,,,"Anderson,Justin","Lee,Korey",Unkown Player,Unkown Player,"Ramos,Bryan",Unkown Player,Unkown Player,Unkown Player,"Phillips,Brett",0.0,,0,"Pozo,Yohel",0,0
703920,R,,,"Spence,Mitch","Pozo,Yohel",Unkown Player,Unkown Player,"Hernaiz,Darell",Unkown Player,"Park,Hoy","Cameron,Daz","Butler,Lawrence",0.9,,0,Unknown Player,0,0
694214,L,,,"Spence,Mitch","Pozo,Yohel",Unkown Player,Unkown Player,"Hernaiz,Darell",Unkown Player,"Park,Hoy","Cameron,Daz","Butler,Lawrence",0.0,,0,Unknown Player,0,0
804240,R,,,"Spence,Mitch","Pozo,Yohel",Unkown Player,Unkown Player,"Hernaiz,Darell",Unkown Player,"Park,Hoy","Cameron,Daz","Butler,Lawrence",0.9,,0,Unknown Player,0,0
682662,R,,,"Garza,Justin","Reetz,Jakson",Unkown Player,Unkown Player,Unkown Player,"Lopez,Otto","Díaz,Yusniel",Unkown Player,Unkown Player,0.0,,0,Unknown Player,0,0
